GAME_ID,EVENT_ID,COMMENT_TX
"KC1196104230",32,"DIFF: officials do not have this CS"
"KC1196104230",40,"Debut game for Steve Hamilton"
"KC1196104230",79,"$John Romano beaned"
"KC1196104230",81,"Debut game for Jack Kubiszyn"
"KC1196104230",95,"Debut game for Norm Bass"
"KC1196104250",42,"Debut game for Fred Bruckbauer"
"KC1196104250",71,"$Dick Howser scored from 2B on an attempted double play"
"KC1196104250",79,"DIFF: officials do not Consolo in game"
"KC1196105070",14,"$Norm Siebern called for interference"
"KC1196105070",78,"Jim Gentile left with injured knee"
"KC1196105150",0,"$Athletics Manager Joe Gordon sat in the press box and communicated with the coaches by phone"
"KC1196105150",5,"DIFF: officials do not have this CS"
"KC1196105150",33,"ej,riced101,P,berrc103,Balls and strikes Del Rice ejected by HP umpire Charlie Berry during Andy Carey's at bat"
"KC1196105150",35,"$Bill Tuttle hurt at play at HP"
"KC1196105160",0,"No source for the play-by-play for this game has been located. The events were either taken from the newspaper accounts of the game or assumed."
"KC1196105160",80,"Angels manager Bill Rigney argued that Lou Klimchock's foot was off the bag"
"KC1196105220",69,"450 feet"
"KC1196105250",38,"$Leo Posada hit on face"
"KC1196106160",1,"Debut game for Lew Krausse"
"KC1196106170",14,"Debut game for Bobby Prescott"
"KC1196106170",63,"$Jim Donohue threw two pitches and hurt his arm"
"KC1196106230",67,"$off RF pole"
"KC1196106271",77,"$Jim Gentile kicked the resin bag as he cut across the infield heading to the Orioles' dugout; 3B umpire Al Smith said 'big deal' to Gentile; Gentile charged Smith and shoved the umpire; Gentile restrained by teammates"
"KC1196107010",50,"DIFF: the official records do not have this CS"
"KC1196107010",52,"$Jim Kaat rounded 2B too far"
"KC1196107020",39,"Billy Martin left with knee injury"
"KC1196107050",28,"Luis Aparicio left with a bruised left foot"
"KC1196107050",43,"$Gene Stephens struck out intentionally to get the half inning in before the storm hit; 46 minute rain delay"
"KC1196107050",61,"game called after a 45 minute rain delay"
"KC1196107232",20,"$Steve Boros and Frank Lary collided trying to field the bunt; Boros suffered a fractured collarbone and Lary a charly horse"
"KC1196107260",24,"Jim Rivera left with a pulled leg muscle"
"KC1196107270",46,"$Art Ditmar had rubbed all the skin off his right big toe, scraping it on the pitching rubber"
"KC1196108190",56,"DIFF: official records do not have this CS"
"KC1196108202",53,"ej,minom101,P,stevj901,Balls and strikes (from bench) Minnie Minoso ejected by HP umpire Johnny Stevens for bench jockeying"
"KC1196108220",0,"DIFF: official records for Norm Bass have WP"
"KC1196108220",18,"DIFF: official records for Adair do not have this CS"
"KC1196108220",25,"$the pitch bounced in the dirt and Herzog tried to advance to 2B"
"KC1196108230",0,"ej,baueh101,M,schwh901,Balls and strikes Athletics Manager Hank Bauer ejected by HP umpire Harry Schwarts sometime in game"
"KC1196108230",42,"DIFF: Official daily records for Del Greco indicates 0 runs scored and Howser's records indicates 1 run"
"KC1196108230",81,"ej,baueh101,M,schwh901,Balls and strikes $Athletics manager Bauer ejected by HP umpire Schwarts for arguing balls and strikes"
"KC1196108240",42,"ej,richp101,M,nappl901,Balk call Orioles Manager Paul Richards ejected by HP umpire Larry Napp"
"KC1196108250",16,"$Clete Boyer tripped over 1B"
"KC1196108270",46,"DIFF: CS is not reflected in Mantle's official record"
"KC1196108290",45,"Gary Geiger aggravated an old muscle pull"
"KC1196108300",71,"$Chuck Schilling struck on left knee"
"KC1196109042",41,"Comly randomly assigned E7 here"
"KC1196109052",5,"may not be DP if overthrow"
"KC1196109052",59,"ej,rignb101,M,hurle901,Called third strike ej,thomg102,P,hurle901,Called third strike George Thomas and Angels Manager Bill Rigney ejected by HP umpire Eddie Hurley"
"KC1196109052",77,"$Lee Thomas' ninth hit in the doubleheader"
"KC1196109080",15,"Debut game for Frank Cipriani"
"KC1196109080",38,"480 feet"
"KC1196109080",65,"DIFF: the K not in the official record for Cipriani or Kaat"
"KC1196109080",66,"Debut game for John Wyatt"
"KC1196109090",5,"Debut game for Charlie Shoemaker"
"KC1196109090",52,"Debut game for Dan Pfister"
"KC1196109101",29,"Debut game for Gary Dotter"
"KC1196109230",1,"Debut game for Bill Kirk"
"KC1196109252",9,"ej,colar101,P,chyln901,Call at 1B Rocky Colavito ejected by 1B umpire Nestor Chylak"
"KC1196109252",10,"missing play in KC1196109252"
"KC1196109260",15,"Debut game for Bill Freehan"
"KC1196109270",64,"Frank Lary struck on the right hand"
"KC1196109270",74,"missing play in KC1196109270"
"KC1196110010",12,"DIFF: official records give Retzer RBI"
