"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"SLA194105020",46,"ej,hanef101,M,hubbc901,Catch/trap call ej,hofmf101,C,hubbc901,Catch/trap call $Manager Haney and coach Hofmann of the Browns argued that Myer's single had been caught and were ejected","1941SLA.EVA.regular.comment.csv",2
"SLA194105020",57,"$Case hit by throw, but was outside base line, so out","1941SLA.EVA.regular.comment.csv",3
"SLA194105020",58,"pbp account ends here rest deduced","1941SLA.EVA.regular.comment.csv",4
"SLA194105100",61,"$Roy Cullenbine overslid 2B","1941SLA.EVA.regular.comment.csv",5
"SLA194106081",17,"$Bill Dickey caught the foul pop; John Berardino had already rounded 2B, so Dickey went to 1B and touched the bag","1941SLA.EVA.regular.comment.csv",6
"SLA194106082",69,"$Game called for darkness","1941SLA.EVA.regular.comment.csv",7
"SLA194107010",43,"$onto the pavillion roof","1941SLA.EVA.regular.comment.csv",8
"SLA194107052",23,"$Berardino wrenched his knee on pickoff play","1941SLA.EVA.regular.comment.csv",9
"SLA194107100",41,"Sturm 8 Rolfe 8 Henrich 4 $game called for rain after the top of 6th; those plays were washed out","1941SLA.EVA.regular.comment.csv",10
"SLA194107140",55,"End of play-by-play. Remainder of game is deduced from newspaper accounts.","1941SLA.EVA.regular.comment.csv",11
"SLA194107160",56,"pbp account ends here, rest deduced","1941SLA.EVA.regular.comment.csv",12
"SLA194107170",11,"can flip with judn I3","1941SLA.EVA.regular.comment.csv",13
"SLA194107170",47,"can flip with siebd I3","1941SLA.EVA.regular.comment.csv",14
"SLA194107191",6,"$Over the RF pavillion roof","1941SLA.EVA.regular.comment.csv",15
"SLA194107191",13,"$onto the RF pavillion roof","1941SLA.EVA.regular.comment.csv",16
"SLA194108080",5,"$No CS on dropped throws in 1941","1941SLA.EVA.regular.comment.csv",17
"SLA194108080",57,"pbp account ends here, rest deduced","1941SLA.EVA.regular.comment.csv",18
"SLA194108140",37,"ej,peter101,P,rue-j901,Call at HP Rusty Peters ejected by HP umpire Joe Rue","1941SLA.EVA.regular.comment.csv",19
"SLA194108140",38,"ej,white102,C,rue-j901,Call at HP Indians Coach Earl Whitehill ejected by HP umpire Joe Rue for continuing to argue the previous play","1941SLA.EVA.regular.comment.csv",20
"SLA194108140",48,"rain delay","1941SLA.EVA.regular.comment.csv",21
"SLA194108140",85,"$game called due to darkness","1941SLA.EVA.regular.comment.csv",22
"SLA194108160",47,"pbp account ends here, rest deduced","1941SLA.EVA.regular.comment.csv",23
"SLA194108160",60,"$Gehringer's line drive was off Auker's hand, but Auker continued after a delay","1941SLA.EVA.regular.comment.csv",24
"SLA194108191",23,"$onto the RF pavillion roof","1941SLA.EVA.regular.comment.csv",25
"SLA194108201",39,"$Bobby Doerr waited to see if the ball would be caught","1941SLA.EVA.regular.comment.csv",26
"SLA194108201",81,"$onto the RF pavillion roof","1941SLA.EVA.regular.comment.csv",27
"SLA194108270",34,"$Charlie Keller left with a pulled leg muscle","1941SLA.EVA.regular.comment.csv",28
"SLA194108280",6,"$Bill Dickey struck on left elbow","1941SLA.EVA.regular.comment.csv",29
"SLA194108290",28,"$Cullenbine left with cut on his hand","1941SLA.EVA.regular.comment.csv",30
"SLA194108300",41,"pbp account ends here, rest deduced","1941SLA.EVA.regular.comment.csv",31
"SLA194109270",7,"$Boudreau threw to the plate, but Heffner scrambled back to 3B safely. Heffner injured his shoulder diving into 3B.","1941SLA.EVA.regular.comment.csv",32
"SLA194109270",12,"$Heath was safe on a very close play at the plate. While the Browns were arguing the play, Hockett bluffed toward 2B and was thrown out by Ferrell.","1941SLA.EVA.regular.comment.csv",33
